actor,instrument,objective,sector,climate_amount_usd_m
Korea / Ministry of Foreign Affairs and Trade,grant,both,water,0.3813636
Poland / Ministry of Foreign Affairs,grant,mitigation,energy,0.37962080000000004
Japan / Other Ministries,grant,mitigation,finance_policy,0.3784758
Sweden / Ministry of Foreign Affairs,grant,adaptation,buildings,0.377248
Spain / Comunidad Valenciana,grant,adaptation,buildings,0.37692
Ireland / Department of Foreign Affairs,grant,mitigation,agriculture_land_use,0.37631780000000004
UNDP,grant,adaptation,water,0.37529320000000005
United States / Trade and Development Agency,grant,adaptation,health,0.374956
David and Lucile Packard Foundation / David & Lucile Packard Foundation,grant,both,finance_policy,0.37458100000000005
Norway / Ministry of Foreign Affairs,grant,both,education,0.372103
Laudes Foundation,grant,both,finance_policy,0.37017999999999995
WTO - International Trade Centre / VC unearmarked,grant,mitigation,finance_policy,0.37
WTO - International Trade Centre / VC unearmarked,grant,mitigation,industry_mining,0.369996
"Slovenia / Ministry of the Environment, Climate and Energy",grant,both,energy,0.36979700000000004
Spain / Comunidad Valenciana,grant,adaptation,water,0.36706560000000005
Food and Agriculture Organisation / Core resources - developmental,grant,adaptation,finance_policy,0.3669506
Canada / Provincial Governments and municipalities,grant,adaptation,energy,0.3666784
Spain / Comunidad Autónoma de Galicia,grant,both,water,0.366187
"United Kingdom / Department for Business, Innovation and Skills",grant,mitigation,agriculture_land_use,0.36592080000000005
Korea / Ministry of Strategy and Finance,grant,mitigation,industry_mining,0.363242
Korea / Korea International Cooperation Agency,grant,mitigation,agriculture_land_use,0.36190880000000003
Belgium / Directorate General for Co-operation and Development,grant,adaptation,finance_policy,0.3606688
UN Economic and Social Commission for Western Asia / ESCWA - United Nations Economic and Social Commission for Western Asia,grant,adaptation,water,0.358137
Australia / Australian Government,grant,adaptation,energy,0.35810800000000004
Spain / Comunidad Autónoma de Extremadura,grant,both,other,0.35580480000000003
Spain / Comunidad Valenciana,grant,mitigation,water,0.3556752
United Kingdom / Department for Environment Food and Rural Affairs,grant,both,industry_mining,0.353811
Food and Agriculture Organisation / Core resources - developmental,grant,both,energy,0.353304
Luxembourg / Ministry of Foreign and European Affairs,grant,adaptation,education,0.3529032000000001
France / Ministry of Foreign Affairs,grant,mitigation,education,0.3524786
Italy / Earmarked fiscal flows to religious organisations,grant,adaptation,transport,0.351832
William and Flora Hewlett Foundation / William & Flora Hewlett Foundation,grant,both,industry_mining,0.350001
Ford Foundation,grant,mitigation,agriculture_land_use,0.35
David and Lucile Packard Foundation / David & Lucile Packard Foundation,grant,adaptation,agriculture_land_use,0.35
Germany / Free State of Bavaria,grant,adaptation,other,0.34990400000000005
Poland / Ministry of Foreign Affairs,grant,both,agriculture_land_use,0.3464372
Germany / Free State of Bavaria,grant,both,health,0.3460204
Spain / Municipalities,grant,mitigation,buildings,0.3458094
Asian Development Bank,equity,mitigation,industry_mining,0.34578082
Portugal / Camões-Institute for Cooperation and Language,grant,both,buildings,0.3453224
Sweden / Ministry of Foreign Affairs,grant,adaptation,water,0.344696
Italy / Earmarked fiscal flows to NGOs & religious organisations,grant,both,education,0.3411268
Food and Agriculture Organisation / Core resources - developmental,grant,both,industry_mining,0.3410182
UBS Optimus Foundation,grant,both,agriculture_land_use,0.33815480000000003
Estonia / Other Ministries,grant,mitigation,water,0.338066
United Kingdom / UK-India Tech Start-up Fund,equity,both,industry_mining,0.33568400000000004
Spain / Comunidad Autónoma de Galicia,grant,mitigation,agriculture_land_use,0.33528220000000003
Italy / Local administration - Regions and autonomous provinces,grant,both,water,0.3345112
"Japan / Ministry of Agriculture, Forestry and Fisheries",grant,mitigation,agriculture_land_use,0.3327216
Italy / Earmarked fiscal flows to NGOs & religious organisations,grant,mitigation,agriculture_land_use,0.331868
Korea / Ministry of Strategy and Finance,grant,both,transport,0.32947600000000005
United Kingdom / Scottish Government,grant,adaptation,water,0.328583
German Postcode Lottery,grant,adaptation,agriculture_land_use,0.3270684
Slovenia / Ministry of Finance,grant,both,energy,0.3245786
Austria / Austrian Development Agency,grant,both,industry_mining,0.324465
UNFPA,grant,adaptation,health,0.324396
Austria / Federal Chancellery,grant,adaptation,transport,0.3243944
Spain / Ministry of Foreign Affairs and Co-operation,grant,mitigation,energy,0.3243944
Italy / Earmarked fiscal flows to religious organisations,grant,adaptation,agriculture_land_use,0.32173640000000003
Japan / Ministry of Foreign Affairs,grant,mitigation,buildings,0.32000120000000004
Italy / Earmarked fiscal flows to religious organisations,grant,adaptation,water,0.3193076
Norway / Norwegian Agency for Development Co-operation,grant,adaptation,health,0.3176732
Qatar / Qatar Fund for Development,grant,both,energy,0.31128
New Zealand / Ministry of Foreign Affairs and Trade,grant,adaptation,energy,0.30984480000000003
"Germany / Federal Ministry for the Enviroment, Nature Conservation, Nuclear Safety and Consumer Protection",grant,adaptation,other,0.3089924
Spain / Ministry of Foreign Affairs and Co-operation,grant,mitigation,other,0.30876060000000005
"Ireland / Department of Agriculture, Food and the Marine",grant,adaptation,agriculture_land_use,0.3079584
Poland / Ministry of Foreign Affairs,grant,both,education,0.307398
Czechia / Czech Development Agency,grant,both,other,0.3063748
Japan / Other Ministries,grant,both,finance_policy,0.306037
Czechia / Czech Development Agency,grant,both,buildings,0.3056976
France / COOP DECENTRAL/MAE,grant,both,buildings,0.3052132
Portugal / Camões-Institute for Cooperation and Language,grant,both,finance_policy,0.30490340000000005
United Kingdom / Conflict stability and security fund,grant,both,finance_policy,0.3042876
"France / Ministry of Education, Higher education and Research",grant,adaptation,agriculture_land_use,0.303915
Food and Agriculture Organisation / Core resources - developmental,grant,adaptation,water,0.3031064
Sweden / SwedFund,grant,mitigation,other,0.3027924
Austria / Austrian Development Agency,grant,mitigation,transport,0.30073180000000005
Ford Foundation,grant,both,energy,0.30000000000000004
Asian Development Bank,grant,mitigation,water,0.30000000000000004
Central Emergency Response Fund / Under Funded,grant,adaptation,health,0.30000000000000004
Asian Development Bank,grant,mitigation,education,0.3
Fondation Botnar / Botnar Foundation,equity,mitigation,transport,0.3
Oak Foundation,grant,adaptation,education,0.3
Korea / Ministry of Foreign Affairs and Trade,grant,adaptation,finance_policy,0.3
Sweden / Swedish International Development Authority,grant,both,buildings,0.2997618
Portugal / Camões-Institute for Cooperation and Language,grant,both,water,0.2995428
"United Kingdom / Department for Business, Innovation and Skills",grant,both,transport,0.2989166
Germany / Land North Rhine-Westphalia,grant,both,waste,0.29757240000000007
Portugal / Camões-Institute for Cooperation and Language,grant,both,agriculture_land_use,0.2974518
Ireland / Miscellaneous,grant,adaptation,transport,0.297426
United Kingdom / Scottish Government,grant,both,finance_policy,0.29658300000000004
Canada / International Development Research Centre,grant,both,other,0.29614840000000003
UNICEF,grant,adaptation,other,0.2928
Canada / Environment and Climate Change Canada,grant,adaptation,industry_mining,0.29197080000000003
Belgium / Directorate General for Co-operation and Development,grant,mitigation,education,0.29041760000000005
UBS Optimus Foundation,grant,mitigation,agriculture_land_use,0.2903272
Japan / Other Ministries,grant,mitigation,other,0.2899804
Spain / Comunidad Autónoma de Galicia,grant,both,agriculture_land_use,0.2881712
Qatar / Qatar Fund for Development,grant,both,agriculture_land_use,0.288
Spain / Comunidad Autónoma de Cataluña,grant,mitigation,other,0.2842228
Portugal / Camões-Institute for Cooperation and Language,grant,adaptation,finance_policy,0.2830574
Slovak Republic / Slovak Agency for International Deve (SAMRS),grant,both,water,0.2830496
Czechia / Czech Development Agency,grant,mitigation,agriculture_land_use,0.281812
"United Kingdom / Department for Business, Innovation and Skills",grant,adaptation,agriculture_land_use,0.2817236
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,adaptation,buildings,0.2804224
Ford Foundation,grant,both,other,0.28
Belgium / Directorate General for Co-operation and Development,grant,mitigation,agriculture_land_use,0.2774068
Portugal / Camões-Institute for Cooperation and Language,grant,both,other,0.2773226
"United Kingdom / Department for Business, Innovation and Skills",grant,adaptation,finance_policy,0.2771132
Germany / Federal Foreign Office,grant,adaptation,energy,0.27621640000000003
Portugal / Camões-Institute for Cooperation and Language,grant,adaptation,transport,0.274943
Slovak Republic / Slovak Agency for International Deve (SAMRS),grant,mitigation,energy,0.2735826
Spain / Ministry of the Environment and Rural and Marine Environs,grant,both,education,0.27332
France / Ministry of Foreign Affairs,grant,mitigation,finance_policy,0.2729762
Italy / Ministry of Foreign Affairs and International Cooperation,grant,mitigation,energy,0.27293500000000004
Korea / Ministry of Strategy and Finance,grant,adaptation,buildings,0.2709
Monaco / Government of Monaco,grant,mitigation,finance_policy,0.270387
Luxembourg / Ministry of Foreign and European Affairs,grant,both,education,0.269952
Czechia / Czech Development Agency,grant,adaptation,agriculture_land_use,0.2693436
Switzerland / Cantons and municipalities,grant,mitigation,agriculture_land_use,0.268631
Italy / Central administration,grant,mitigation,agriculture_land_use,0.2681664
Czechia / Ministry of Foreign Affairs,grant,both,energy,0.2675988
Swedish Postcode Lottery,grant,adaptation,water,0.26596
France / Ministry of Foreign Affairs,grant,mitigation,water,0.264603
"Japan / Ministry of Agriculture, Forestry and Fisheries",grant,adaptation,buildings,0.2635256
Norway / Norwegian Agency for Exchange Cooperation,grant,mitigation,energy,0.262882
Sweden / Miscellaneous,grant,mitigation,energy,0.2626504
"United Kingdom / Department for Business, Innovation and Skills",grant,adaptation,buildings,0.2612608
"Germany / Federal Ministry for the Enviroment, Nature Conservation, Nuclear Safety and Consumer Protection",grant,both,buildings,0.2595716
Spain / Comunidad Foral de Navarra,grant,both,water,0.2595156
Spain / Comunidad Autónoma de las Illes Balears,grant,mitigation,other,0.2595152
Spain / Comunidad Foral de Navarra,grant,mitigation,other,0.2595076
Germany / Federal Ministry of Food and Agriculture,grant,adaptation,energy,0.259116
France / Ministry of Foreign Affairs,grant,both,energy,0.2589364
Poland / Ministry of Foreign Affairs,grant,adaptation,transport,0.2588454
France / COOP DECENTRAL/MAE,grant,mitigation,other,0.25714420000000004
Spain / Comunidad de Castilla y León,grant,both,agriculture_land_use,0.2568844
Czechia / Ministry of Foreign Affairs,grant,adaptation,water,0.25661900000000004
Germany / Federal Ministry of Education and Research,grant,adaptation,health,0.2566
Spain / Comunidad Autónoma de Galicia,grant,mitigation,other,0.2554866
Canada / Provincial Governments and municipalities,grant,mitigation,water,0.255445
UBS Optimus Foundation,grant,adaptation,agriculture_land_use,0.253944
Portugal / Camões-Institute for Cooperation and Language,grant,both,transport,0.2537778
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,both,education,0.2530748
Czechia / Ministry of Interior,grant,adaptation,other,0.2526696
Spain / Municipalities,grant,adaptation,water,0.2526146
Canada / Provincial Governments and municipalities,grant,adaptation,finance_policy,0.25006300000000004
Global Environment Facility / Special Climate Change Trust Fund (SCCF),grant,adaptation,finance_policy,0.25
Joint Sustainable Development Goals Fund,grant,adaptation,industry_mining,0.25
Fondation Botnar / Botnar Foundation,equity,mitigation,other,0.25
Joint Sustainable Development Goals Fund,grant,adaptation,transport,0.249999
Joint Sustainable Development Goals Fund,grant,adaptation,buildings,0.249919
Portugal / Portuguese Government,grant,mitigation,energy,0.249104
Austria / Austrian Development Agency,grant,mitigation,buildings,0.248493
